-,10000000000000
S1,01000000000000
S2,00100000000000
S3,00010000000000
S4,00001000000000
S5,00000100000000
S6,00000010000000
S7,00000001000000
S8,00000000100000
S9,00000000010000
S10,00000000001000
S11,00000000000100
S12,00000000000010
S13,00000000000001
